name_x,article_url_x,qid,summary_x,name_y,article_url_y,summary_y,gender_raw,birthdate_raw,citizenship_raw,occupation_raw,field_raw,birth_year,gender_qid
Gerard Lyons,https://en.wikipedia.org/wiki/Gerard_Lyons,Q5550070,Gerard Patrick Lyons (born 31 March 1961) is a British economist.,Gerard Lyons,https://en.wikipedia.org/wiki/Gerard_Lyons,Gerard Patrick Lyons (born 31 March 1961) is a British economist.,"[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1961-03-31T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}]",,1961.0,Q6581097
Donald MacDougall,https://en.wikipedia.org/wiki/Donald_MacDougall,Q1905856,"Sir George Donald Alastair MacDougall,  (26 October 1912 – 22 March 2004) was a Scottish economist and civil servant who influenced UK public policy during the 1960s. He headed the Government Economic Service and, between 1969 and 1973, acted as chief economic adviser to Chancellors of the Exchequer Roy Jenkins, Iain Macleod and Anthony Barber. He predicted in about 2000 that the euro currency could not work and that the EU Stability and Growth Pact would not be enforced.
MacDougall was born in Glasgow in 1912, the son of a family with a china business, and was educated at Kelvinside Academy, Shrewsbury School and Balliol College, Oxford.
During the Second World War, he worked in the Prime Minister's Statistical Branch, and was appointed a CBE in the 1945 Prime Minister's Resignation Honours.",Donald MacDougall,https://en.wikipedia.org/wiki/Donald_MacDougall,"Sir George Donald Alastair MacDougall,  (26 October 1912 – 22 March 2004) was a Scottish economist and civil servant who influenced UK public policy during the 1960s. He headed the Government Economic Service and, between 1969 and 1973, acted as chief economic adviser to Chancellors of the Exchequer Roy Jenkins, Iain Macleod and Anthony Barber. He predicted in about 2000 that the euro currency could not work and that the EU Stability and Growth Pact would not be enforced.
MacDougall was born in Glasgow in 1912, the son of a family with a china business, and was educated at Kelvinside Academy, Shrewsbury School and Balliol College, Oxford.
During the Second World War, he worked in the Prime Minister's Statistical Branch, and was appointed a CBE in the 1945 Prime Minister's Resignation Honours.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1912-10-26T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1912.0,Q6581097
Mark J. Machina,https://en.wikipedia.org/wiki/Mark_J._Machina,Q6768208,"Mark Joseph Machina (born October 27, 1954) is an American economist noted for work in non-standard decision theory. He is currently a distinguished professor at the University of California, San Diego. The Marschak–Machina triangle, a probability diagram used in expected utility theory, bears his name, along with that of Jacob Marschak.",Mark J. Machina,https://en.wikipedia.org/wiki/Mark_J._Machina,"Mark Joseph Machina (born October 27, 1954) is an American economist noted for work in non-standard decision theory. He is currently a distinguished professor at the University of California, San Diego. The Marschak–Machina triangle, a probability diagram used in expected utility theory, bears his name, along with that of Jacob Marschak.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1954-10-27T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1954.0,Q6581097
Henry Dunning Macleod,https://en.wikipedia.org/wiki/Henry_Dunning_Macleod,Q1606691,Henry Dunning Macleod (31 March 1821 – 16 July 1902) was a Scottish economist and lawyer.,Henry Dunning Macleod,https://en.wikipedia.org/wiki/Henry_Dunning_Macleod,Henry Dunning Macleod (31 March 1821 – 16 July 1902) was a Scottish economist and lawyer.,"[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1821-03-31T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 174193, 'id': 'Q174193'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 808967, 'id': 'Q808967'}]",,1821.0,Q6581097
Adil Abdul-Mahdi,https://en.wikipedia.org/wiki/Adil_Abdul-Mahdi,Q357116,"Adil Abdul-Mahdi al-Muntafiki (Arabic: عادل عبد المهدي المنتفكي, born 1 January 1942) is an Iraqi politician  who served as Prime Minister of Iraq from October 2018 until May 2020. Abdul-Mahdi is an economist and was one of the vice presidents of Iraq from 2005 to 2011. He formerly served as Minister of Finance in the Interim government and Oil Minister from 2014 to 2016.
Abdul-Mahdi is a former member of the powerful Shi'a party the Supreme Islamic Iraqi Council, or SIIC. Long based in neighboring Iran, the group opposed a United States administration while holding close ties with the other, U.S.-backed, groups that opposed Saddam Hussein, including the Kurds and the Iraqi National Congress.
Abdul-Mahdi submitted his formal resignation as prime minister in November 2019, following widespread protests over political corruption and violent police responses.",Adil Abdul-Mahdi,https://en.wikipedia.org/wiki/Adil_Abdul-Mahdi,"Adil Abdul-Mahdi al-Muntafiki (Arabic: عادل عبد المهدي المنتفكي, born 1 January 1942) is an Iraqi politician  who served as Prime Minister of Iraq from October 2018 until May 2020. Abdul-Mahdi is an economist and was one of the vice presidents of Iraq from 2005 to 2011. He formerly served as Minister of Finance in the Interim government and Oil Minister from 2014 to 2016.
Abdul-Mahdi is a former member of the powerful Shi'a party the Supreme Islamic Iraqi Council, or SIIC. Long based in neighboring Iran, the group opposed a United States administration while holding close ties with the other, U.S.-backed, groups that opposed Saddam Hussein, including the Kurds and the Iraqi National Congress.
Abdul-Mahdi submitted his formal resignation as prime minister in November 2019, following widespread protests over political corruption and violent police responses.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1942-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 3108185, 'id': 'Q3108185'}, {'entity-type': 'item', 'numeric-id': 796, 'id': 'Q796'}]","[{'entity-type': 'item', 'numeric-id': 82955, 'id': 'Q82955'}, {'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1942.0,Q6581097
Edmond Malinvaud,https://en.wikipedia.org/wiki/Edmond_Malinvaud,Q473926,"Edmond Malinvaud (25 April 1923 – 7 March 2015) was a French economist. He was the first president of the Pontifical Academy of Social Sciences.
Trained at the École Polytechnique and at the École Nationale de la Statistique et de l'Administration Économique (ENSAE) in Paris, Malinvaud was a student of Maurice Allais.
In 1950, Malinvaud left Allais to join the Cowles Commission in the United States. At Cowles, Malinvaud produced work in many directions. His famous article, ""Capital Accumulation and the Efficient Allocation of Resources"" (1953), provided an intertemporal theory of capital for general equilibrium theory and introduced the concept of dynamic efficiency. He became director of the ENSAE (1962–1966), director of the forecast department of French Treasury (1972–1974), director of the INSEE (1974–1987) and Professor at the Collège de France (1988–1993).
He also worked on uncertainty theory, notably the theory of ""first order certainty equivalence"" (1969) and the relationship between individual risks and social risks (1972, 1973). His microeconomics textbook (Lectures in microeconomic theory) and his econometrics textbook, Statistical Methods in Econometrics, have since become classics.
Malinvaud's main contribution to macroeconomics is represented in his slim 1977 book, Theory of Unemployment Reconsidered which provided a clear and unified reconstruction of dynamic ""disequilibrium"" macroeconomics; this theory built on previous results of  Clower, Leijonhufvud, and ""Non-Walrasian"" theory. Malinvaud's influence on the subsequent generation of European economists has been profound.",Edmond Malinvaud,https://en.wikipedia.org/wiki/Edmond_Malinvaud,"Edmond Malinvaud (25 April 1923 – 7 March 2015) was a French economist. He was the first president of the Pontifical Academy of Social Sciences.
Trained at the École Polytechnique and at the École Nationale de la Statistique et de l'Administration Économique (ENSAE) in Paris, Malinvaud was a student of Maurice Allais.
In 1950, Malinvaud left Allais to join the Cowles Commission in the United States. At Cowles, Malinvaud produced work in many directions. His famous article, ""Capital Accumulation and the Efficient Allocation of Resources"" (1953), provided an intertemporal theory of capital for general equilibrium theory and introduced the concept of dynamic efficiency. He became director of the ENSAE (1962–1966), director of the forecast department of French Treasury (1972–1974), director of the INSEE (1974–1987) and Professor at the Collège de France (1988–1993).
He also worked on uncertainty theory, notably the theory of ""first order certainty equivalence"" (1969) and the relationship between individual risks and social risks (1972, 1973). His microeconomics textbook (Lectures in microeconomic theory) and his econometrics textbook, Statistical Methods in Econometrics, have since become classics.
Malinvaud's main contribution to macroeconomics is represented in his slim 1977 book, Theory of Unemployment Reconsidered which provided a clear and unified reconstruction of dynamic ""disequilibrium"" macroeconomics; this theory built on previous results of  Clower, Leijonhufvud, and ""Non-Walrasian"" theory. Malinvaud's influence on the subsequent generation of European economists has been profound.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1923-04-25T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 142, 'id': 'Q142'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 121594, 'id': 'Q121594'}]","[{'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}]",1923.0,Q6581097
Burton Malkiel,https://en.wikipedia.org/wiki/Burton_Malkiel,Q1072872,"Burton Gordon Malkiel (born August 28, 1932) is an American economist, financial executive, and writer most noted for his classic finance book A Random Walk Down Wall Street (first published 1973, in its 13th edition as of 2023).
Malkiel is the Chemical Bank chairman's professor of economics at Princeton University, and is a two-time chairman of the economics department there. He was a member of the Council of Economic Advisers (1975–1977), president of the American Finance Association (1978), and dean of the Yale School of Management (1981–1988). He also spent 28 years as a director of the Vanguard Group. He is Chief Investment Officer of software-based financial advisor, Wealthfront Inc. and as a member of the Investment Advisory Board for Rebalance. Malkiel was elected to the American Philosophical Society in 2001.
He is a leading proponent of the efficient-market hypothesis, which contends that prices of publicly traded assets reflect all publicly available information, although he has also pointed out that some markets are evidently inefficient, exhibiting signs of non-random walk. Malkiel in general supports buying and holding index funds as the most effective portfolio-management strategy, but does think it is viable to actively manage ""around the edges"" of such a portfolio, as financial markets are not totally efficient. In a 2020 interview, Malkiel also stated he was not opposed in principle to investing or trading in single stocks (as exemplified by the popularity of Robinhood), provided the large majority of one's portfolio is index funds.",Burton Malkiel,https://en.wikipedia.org/wiki/Burton_Malkiel,"Burton Gordon Malkiel (born August 28, 1932) is an American economist, financial executive, and writer most noted for his classic finance book A Random Walk Down Wall Street (first published 1973, in its 13th edition as of 2023).
Malkiel is the Chemical Bank chairman's professor of economics at Princeton University, and is a two-time chairman of the economics department there. He was a member of the Council of Economic Advisers (1975–1977), president of the American Finance Association (1978), and dean of the Yale School of Management (1981–1988). He also spent 28 years as a director of the Vanguard Group. He is Chief Investment Officer of software-based financial advisor, Wealthfront Inc. and as a member of the Investment Advisory Board for Rebalance. Malkiel was elected to the American Philosophical Society in 2001.
He is a leading proponent of the efficient-market hypothesis, which contends that prices of publicly traded assets reflect all publicly available information, although he has also pointed out that some markets are evidently inefficient, exhibiting signs of non-random walk. Malkiel in general supports buying and holding index funds as the most effective portfolio-management strategy, but does think it is viable to actively manage ""around the edges"" of such a portfolio, as financial markets are not totally efficient. In a 2020 interview, Malkiel also stated he was not opposed in principle to investing or trading in single stocks (as exemplified by the popularity of Robinhood), provided the large majority of one's portfolio is index funds.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1932-08-28T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}, {'entity-type': 'item', 'numeric-id': 482980, 'id': 'Q482980'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}]","[{'entity-type': 'item', 'numeric-id': 11691, 'id': 'Q11691'}]",1932.0,Q6581097
Gerard de Malynes,https://en.wikipedia.org/wiki/Gerard_de_Malynes,Q1510221,"Gerard de Malynes (fl. 1585–1627) was an independent merchant in foreign trade, an English commissioner in the Spanish Netherlands, a government advisor on trade matters, assay master of the mint, and commissioner of mint affairs. His dates of birth and death are unknown.",Gerard de Malynes,https://en.wikipedia.org/wiki/Gerard_de_Malynes,"Gerard de Malynes (fl. 1585–1627) was an independent merchant in foreign trade, an English commissioner in the Spanish Netherlands, a government advisor on trade matters, assay master of the mint, and commissioner of mint affairs. His dates of birth and death are unknown.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1586-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]",,"[{'entity-type': 'item', 'numeric-id': 215536, 'id': 'Q215536'}, {'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1586.0,Q6581097
Ernest Mandel,https://en.wikipedia.org/wiki/Ernest_Mandel,Q165121,"Ernest Ezra Mandel (Dutch: [ˈɛrnəst mɑnˈdɛl]; 5 April 1923 – 20 July 1995), also known by various pseudonyms such as Ernest Germain, Pierre Gousset, Henri Vallin, Walter, was a Belgian Marxian economist, Trotskyist activist and theorist, and Holocaust survivor. He fought in the underground resistance against the Nazis during the occupation of Belgium.",Ernest Mandel,https://en.wikipedia.org/wiki/Ernest_Mandel,"Ernest Ezra Mandel (Dutch: [ˈɛrnəst mɑnˈdɛl]; 5 April 1923 – 20 July 1995), also known by various pseudonyms such as Ernest Germain, Pierre Gousset, Henri Vallin, Walter, was a Belgian Marxian economist, Trotskyist activist and theorist, and Holocaust survivor. He fought in the underground resistance against the Nazis during the occupation of Belgium.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1923-04-05T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 31, 'id': 'Q31'}, {'entity-type': 'item', 'numeric-id': 183, 'id': 'Q183'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}, {'entity-type': 'item', 'numeric-id': 1930187, 'id': 'Q1930187'}, {'entity-type': 'item', 'numeric-id': 36180, 'id': 'Q36180'}, {'entity-type': 'item', 'numeric-id': 1397808, 'id': 'Q1397808'}, {'entity-type': 'item', 'numeric-id': 4964182, 'id': 'Q4964182'}, {'entity-type': 'item', 'numeric-id': 82955, 'id': 'Q82955'}, {'entity-type': 'item', 'numeric-id': 37226, 'id': 'Q37226'}]",,1923.0,Q6581097
Henry Manne,https://en.wikipedia.org/wiki/Henry_Manne,Q1586657,"Henry G. Manne (May 10, 1928 – January 17, 2015) was an American writer and academic, considered a founder of the law and economics discipline. He was Dean Emeritus of the George Mason University School of Law.
Born in New Orleans, Louisiana, Manne held a B.A. in economics from Vanderbilt University (1950), J.D. from the University of Chicago (1952), LLM from Yale University (1953), J.S.D. from Yale University (1966), LL.D. from Seattle University (1987), LL.D. from the Universidad Francisco Marroquin [1] in Guatemala (1987) and LLD from George Mason University (1998).
The national Henry G. Manne Moot Court Competition for Law & Economics, where law students from around the country have an opportunity to make legal and economic arguments on the merits of a complex policy problem, and the Henry G. Manne Program in Law and Economics Studies of the George Mason Law School's Law and Economics Center are named for him.",Henry Manne,https://en.wikipedia.org/wiki/Henry_Manne,"Henry G. Manne (May 10, 1928 – January 17, 2015) was an American writer and academic, considered a founder of the law and economics discipline. He was Dean Emeritus of the George Mason University School of Law.
Born in New Orleans, Louisiana, Manne held a B.A. in economics from Vanderbilt University (1950), J.D. from the University of Chicago (1952), LLM from Yale University (1953), J.S.D. from Yale University (1966), LL.D. from Seattle University (1987), LL.D. from the Universidad Francisco Marroquin [1] in Guatemala (1987) and LLD from George Mason University (1998).
The national Henry G. Manne Moot Court Competition for Law & Economics, where law students from around the country have an opportunity to make legal and economic arguments on the merits of a complex policy problem, and the Henry G. Manne Program in Law and Economics Studies of the George Mason Law School's Law and Economics Center are named for him.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1928-05-10T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 121594, 'id': 'Q121594'}, {'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1928.0,Q6581097
Alan Manning,https://en.wikipedia.org/wiki/Alan_Manning,Q4707234,"Alan Manning (born 1960) is a British economist and professor of economics at the London School of Economics.
Manning is one of the leading labour economists globally, having made major contributions to the analysis of the imperfections of labour markets, the minimum wage literature, migration, and job polarization.",Alan Manning,https://en.wikipedia.org/wiki/Alan_Manning,"Alan Manning (born 1960) is a British economist and professor of economics at the London School of Economics.
Manning is one of the leading labour economists globally, having made major contributions to the analysis of the imperfections of labour markets, the minimum wage literature, migration, and job polarization.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1960-08-19T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 145, 'id': 'Q145'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1960.0,Q6581097
Edwin Mansfield,https://en.wikipedia.org/wiki/Edwin_Mansfield,Q1294800,"Edwin Mansfield (June 8, 1930 – November 17, 1997) was a professor of economics at University of Pennsylvania from 1964 and until his death. From 1985 he was also a director of the Center for Economics and Technology.
Edwin Mansfield is best known for his scientific results concerning technological change / diffusion of innovations, and also for his textbooks on microeconomics, managerial economics, and econometrics that were published in millions copies and translated into foreign languages.",Edwin Mansfield,https://en.wikipedia.org/wiki/Edwin_Mansfield,"Edwin Mansfield (June 8, 1930 – November 17, 1997) was a professor of economics at University of Pennsylvania from 1964 and until his death. From 1985 he was also a director of the Center for Economics and Technology.
Edwin Mansfield is best known for his scientific results concerning technological change / diffusion of innovations, and also for his textbooks on microeconomics, managerial economics, and econometrics that were published in millions copies and translated into foreign languages.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1930-06-08T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1930.0,Q6581097
Mao Yushi,https://en.wikipedia.org/wiki/Mao_Yushi,Q3380956,"Mao Yushi (Chinese: 茅于轼; born 14 January 1929) is a Chinese economist. Mao graduated from Shanghai Jiao Tong University in 1950 and was labeled a 'rightist' in 1958. In 1986, Mao was a visiting scholar at Harvard University, and in 1990, Mao was a senior lecturer at Queensland University.

",Mao Yushi,https://en.wikipedia.org/wiki/Mao_Yushi,"Mao Yushi (Chinese: 茅于轼; born 14 January 1929) is a Chinese economist. Mao graduated from Shanghai Jiao Tong University in 1950 and was labeled a 'rightist' in 1958. In 1986, Mao was a visiting scholar at Harvard University, and in 1990, Mao was a senior lecturer at Queensland University.

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1929-01-14T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 148, 'id': 'Q148'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]",,1929.0,Q6581097
Ruy Mauro Marini,https://en.wikipedia.org/wiki/Ruy_Mauro_Marini,Q4285579,"Ruy Mauro de Araújo Marini (May 2, 1932 – July 5, 1997) was a Brazilian economist and sociologist. Marini is internationally known as one of the creators of dependency theory, Super-exploitation, and Unequal exchange. He is the author of the work ""Dialéctica de la Dependencia"" (Dialectic of Dependency), in which, using elements of the theory of economic development of Karl Marx adapted to the study of Latin American reality, he explains the necessity of overcoming the developmentalism of ECLAC. He was an activist of the Revolutionary Left Movement of Chile, becoming a member of the Central Community in 1972 and director of his theoretical journal Marxismo y Revolución.",Ruy Mauro Marini,https://en.wikipedia.org/wiki/Ruy_Mauro_Marini,"Ruy Mauro de Araújo Marini (May 2, 1932 – July 5, 1997) was a Brazilian economist and sociologist. Marini is internationally known as one of the creators of dependency theory, Super-exploitation, and Unequal exchange. He is the author of the work ""Dialéctica de la Dependencia"" (Dialectic of Dependency), in which, using elements of the theory of economic development of Karl Marx adapted to the study of Latin American reality, he explains the necessity of overcoming the developmentalism of ECLAC. He was an activist of the Revolutionary Left Movement of Chile, becoming a member of the Central Community in 1972 and director of his theoretical journal Marxismo y Revolución.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1932-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 155, 'id': 'Q155'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 2306091, 'id': 'Q2306091'}]",,1932.0,Q6581097
Harry Markowitz,https://en.wikipedia.org/wiki/Harry_Markowitz,Q272508,"Harry Max Markowitz (August 24, 1927 – June 22, 2023) was an American economist who received the 1989 John von Neumann Theory Prize and the 1990 Nobel Memorial Prize in Economic Sciences.
Markowitz was a professor of finance at the Rady School of Management at the University of California, San Diego (UCSD).  He is best known for his pioneering work in modern portfolio theory, studying the effects of asset risk, return, correlation and diversification on probable investment portfolio returns.

",Harry Markowitz,https://en.wikipedia.org/wiki/Harry_Markowitz,"Harry Max Markowitz (August 24, 1927 – June 22, 2023) was an American economist who received the 1989 John von Neumann Theory Prize and the 1990 Nobel Memorial Prize in Economic Sciences.
Markowitz was a professor of finance at the Rady School of Management at the University of California, San Diego (UCSD).  He is best known for his pioneering work in modern portfolio theory, studying the effects of asset risk, return, correlation and diversification on probable investment portfolio returns.

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1927-08-24T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}]","[{'entity-type': 'item', 'numeric-id': 2294553, 'id': 'Q2294553'}, {'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}]",1927.0,Q6581097
Karl Marlo,https://en.wikipedia.org/wiki/Karl_Marlo,Q90667,"Karl Marlo, pseudonym of Karl Georg Winkelblech (11 April 1810 – 10 January 1865), was a German professor, scientist, chemist, and state socialist.",Karl Marlo,https://en.wikipedia.org/wiki/Karl_Marlo,"Karl Marlo, pseudonym of Karl Georg Winkelblech (11 April 1810 – 10 January 1865), was a German professor, scientist, chemist, and state socialist.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1810-04-11T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 183, 'id': 'Q183'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]",,1810.0,Q6581097
Jacob Marschak,https://en.wikipedia.org/wiki/Jacob_Marschak,Q91541,"Jacob Marschak (Russian: Яков Израилевич (Срулевич) Маршак; 22 July 1898 – 27 July 1977) was a Russian and American economist. Affiliated with the Mensheviks in his youth, he had a brief participation in the Russian Revolution, serving as labour minister in the Terek Soviet Republic before emigrating. In exile he developed a successful scholarly career, first in Germany and later achieving prominence in United States academia.",Jacob Marschak,https://en.wikipedia.org/wiki/Jacob_Marschak,"Jacob Marschak (Russian: Яков Израилевич (Срулевич) Маршак; 22 July 1898 – 27 July 1977) was a Russian and American economist. Affiliated with the Mensheviks in his youth, he had a brief participation in the Russian Revolution, serving as labour minister in the Terek Soviet Republic before emigrating. In exile he developed a successful scholarly career, first in Germany and later achieving prominence in United States academia.","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1898-07-22T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985786'}]","[{'entity-type': 'item', 'numeric-id': 183, 'id': 'Q183'}, {'entity-type': 'item', 'numeric-id': 30, 'id': 'Q30'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 2732142, 'id': 'Q2732142'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]","[{'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}]",1898.0,Q6581097
Alfred Marshall,https://en.wikipedia.org/wiki/Alfred_Marshall,Q13529,"Alfred Marshall  (26 July 1842 – 13 July 1924) was an English economist and one of the most influential economists of his time. His book Principles of Economics (1890) was the dominant economic textbook in England for many years, and brought the ideas of supply and demand, marginal utility, and costs of production into a coherent whole, popularizing the modern neoclassical approach which dominates microeconomics to this day. As a result, he is known as the father of scientific economics.

",Alfred Marshall,https://en.wikipedia.org/wiki/Alfred_Marshall,"Alfred Marshall  (26 July 1842 – 13 July 1924) was an English economist and one of the most influential economists of his time. His book Principles of Economics (1890) was the dominant economic textbook in England for many years, and brought the ideas of supply and demand, marginal utility, and costs of production into a coherent whole, popularizing the modern neoclassical approach which dominates microeconomics to this day. As a result, he is known as the father of scientific economics.

","[{'entity-type': 'item', 'numeric-id': 6581097, 'id': 'Q6581097'}]","[{'time': '+1842-07-26T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 11, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}, {'time': '+1842-01-01T00:00:00Z', 'timezone': 0, 'before': 0, 'after': 0, 'precision': 9, 'calendarmodel': 'http://www.wikidata.org/entity/Q1985727'}]","[{'entity-type': 'item', 'numeric-id': 174193, 'id': 'Q174193'}]","[{'entity-type': 'item', 'numeric-id': 188094, 'id': 'Q188094'}, {'entity-type': 'item', 'numeric-id': 4964182, 'id': 'Q4964182'}, {'entity-type': 'item', 'numeric-id': 1622272, 'id': 'Q1622272'}]","[{'entity-type': 'item', 'numeric-id': 8134, 'id': 'Q8134'}, {'entity-type': 'item', 'numeric-id': 159810, 'id': 'Q159810'}, {'entity-type': 'item', 'numeric-id': 60571, 'id': 'Q60571'}]",1842.0,Q6581097
